"","videoFile","Duration_sec","GPSCoordinates","LocalTime","TripNo","FlightNo","FirstAltitude","cameraISO","cameraShutterSpeed","cameraEV","cameraFnum"
"285","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0330.MP4",117.650866666667,"-1.8675 -89.0326",2023-03-24 08:45:47,4,171,14.8,400,500,1,2.8
"286","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0331.MP4",328.7284,"-1.8686 -89.0356",2023-03-24 08:53:16,4,172,42.3,400,1250,-0.3,2.8
"287","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0332.MP4",327.593933333333,"-1.8715 -89.0404",2023-03-24 08:58:45,4,172,42.3,400,1250,-0.3,2.8
"288","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0333.MP4",54.5878666666667,"-1.8691 -89.0406",2023-03-24 09:04:13,4,172,42.3,400,1250,-0.3,2.8
"289","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0334.MP4",327.5272,"-1.8733 -89.0394",2023-03-24 09:08:57,4,172,42.3,400,1250,-0.3,2.8
"290","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0335.MP4",327.560566666667,"-1.8776 -89.0391",2023-03-24 09:14:25,4,172,42.3,400,1250,-0.3,2.8
"291","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0336.MP4",103.2031,"-1.8759 -89.0399",2023-03-24 09:19:52,4,172,42.3,400,1250,-0.3,2.8
"292","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0337.MP4",327.5272,"-1.8801 -89.0368",2023-03-24 09:25:57,4,172,42.3,400,1250,-0.3,2.8
"293","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0338.MP4",325.491833333333,"-1.8843 -89.0349",2023-03-24 09:31:25,4,172,42.3,400,1250,-0.3,2.8
"294","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0339.MP4",327.493833333333,"-1.8343 -89.0281",2023-03-24 13:26:51,4,173,-0.3,400,6400,0.7,2.8
"295","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0340.MP4",327.5272,"-1.8336 -89.0281",2023-03-24 13:32:19,4,173,-0.3,400,6400,0.7,2.8
"296","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0341.MP4",166.900066666667,"-1.8321 -89.0269",2023-03-24 13:37:46,4,173,-0.3,400,6400,0.7,2.8
"297","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0342.MP4",327.493833333333,"-1.7601 -88.9929",2023-03-24 15:45:56,4,174,41.4,400,2500,-1,2.8
"298","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0343.MP4",329.062066666667,"-1.7597 -88.9881",2023-03-24 15:51:24,4,174,41.4,400,2500,-1,2.8
"299","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0344.MP4",327.493833333333,"-1.7539 -88.9849",2023-03-24 16:14:36,4,175,-0.3,400,1600,1.7,2.8
"300","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0345.MP4",327.560566666667,"-1.7514 -88.9847",2023-03-24 16:20:04,4,175,-0.3,400,1600,1.7,2.8
"301","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0346.MP4",117.6175,"-1.7482 -88.9838",2023-03-24 16:25:32,4,175,-0.3,400,1600,1.7,2.8
"302","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0347.MP4",330.1298,"-1.7336 -88.975",2023-03-24 16:39:42,4,176,43,400,2500,-1.7,2.8
"303","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0348.MP4",329.8295,"-1.7319 -88.9749",2023-03-24 16:45:12,4,176,43,400,2500,-1.7,2.8
"304","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0349.MP4",152.719233333333,"-1.7303 -88.9696",2023-03-24 16:50:42,4,176,43,400,2500,-1.7,2.8
"305","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0350.MP4",332.165166666667,"-1.7205 -88.9803",2023-03-24 17:19:28,4,177,0,400,1000,2,2.8
"306","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0351.MP4",303.7034,"-1.7136 -88.9846",2023-03-24 17:25:01,4,177,0,400,1000,2,2.8
"307","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0352.MP4",332.565566666667,"-1.7007 -88.962",2023-03-24 17:54:49,4,178,60.6,1600,1600,1.3,2.8
"308","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0353.MP4",284.817866666667,"-1.6928 -88.9584",2023-03-24 18:00:23,4,178,60.6,1600,1600,1.3,2.8
"309","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0354.MP4",56.4230333333333,"-1.6921 -88.9582",2023-03-24 18:06:55,4,178,60.6,1600,1600,1.3,2.8
"310","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0355.MP4",367.0667,"-1.6911 -88.9587",2023-03-24 18:07:54,4,178,60.6,1600,1600,1.3,2.8
"311","/Volumes/GalDron23B/Drone_2023/03242023/DJI_0356.MP4",318.384733333333,"-1.6889 -88.9643",2023-03-24 18:14:01,4,178,60.6,1600,1600,1.3,2.8
"312","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0357.MP4",144.010533333333,"-1.5387 -89.7708",2023-04-03 09:51:28,5,179,0,400,5000,0.3,2.8
"313","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0358.MP4",327.493833333333,"-1.5303 -89.7903",2023-04-03 10:18:42,5,180,0,400,1600,2,2.8
"314","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0359.MP4",194.527666666667,"-1.5302 -89.7939",2023-04-03 10:24:10,5,180,0,400,1600,2,2.8
"315","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0360.MP4",316.349366666667,"-1.5311 -89.8042",2023-04-03 10:50:52,5,181,0,400,1000,2.3,2.8
"316","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0361.MP4",327.5272,"-1.5424 -89.8187",2023-04-03 11:10:58,5,182,0.1,400,1250,2.3,2.8
"317","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0362.MP4",327.1268,"-1.5438 -89.8229",2023-04-03 11:16:26,5,182,0.1,400,1250,2.3,2.8
"318","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0363.MP4",9.57623333333333,"-1.5402 -89.8238",2023-04-03 11:22:02,5,182,0.1,400,1250,2.3,2.8
"319","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0364.MP4",327.5272,"-1.5396 -89.8266",2023-04-03 11:40:01,5,183,0,800,2500,2.3,2.8
"320","/Volumes/GalDron23B/Drone_2023/04032023/DJI_0365.MP4",339.772766666667,"-1.5438 -89.8318",2023-04-03 11:45:29,5,183,0,800,2500,2.3,2.8
"321","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0366.MP4",341.2409,"-0.5476 -88.6903",2023-04-05 07:11:05,5,184,0,200,5000,-1.3,2.8
"322","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0367.MP4",333.399733333333,"-0.5429 -88.688",2023-04-05 07:16:46,5,184,0,200,5000,-1.3,2.8
"323","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0368.MP4",18.7187,"-0.543 -88.687",2023-04-05 07:22:20,5,184,0,200,5000,-1.3,2.8
"324","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0369.MP4",327.5272,"-0.5402 -88.6862",2023-04-05 07:24:22,5,184,0,200,5000,-1.3,2.8
"325","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0370.MP4",219.7195,"-0.5385 -88.685",2023-04-05 07:29:50,5,184,0,200,5000,-1.3,2.8
"326","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0371.MP4",327.493833333333,"-0.5433 -88.684",2023-04-05 07:41:18,5,185,0.9,200,2000,2,2.8
"327","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0372.MP4",315.448466666667,"-0.5503 -88.6815",2023-04-05 07:46:46,5,185,0.9,200,2000,2,2.8
"328","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0373.MP4",302.2019,"-0.5485 -88.6923",2023-04-05 07:58:31,5,186,0,400,2500,0.7,2.8
"329","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0374.MP4",328.161166666667,"-0.5488 -88.6646",2023-04-05 08:49:04,5,187,0,400,2000,2,2.8
"330","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0375.MP4",281.347733333333,"-0.5537 -88.67",2023-04-05 08:54:33,5,187,0,400,2000,2,2.8
"331","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0376.MP4",312.078433333333,"-0.5491 -88.6623",2023-04-05 09:06:24,5,188,0.8,400,2500,-0.7,2.8
"332","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0377.MP4",327.5272,"-0.5649 -88.6765",2023-04-05 09:39:34,5,189,-0.1,400,2000,2.3,2.8
"333","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0378.MP4",341.908233333333,"-0.5688 -88.6788",2023-04-05 09:45:02,5,189,-0.1,400,2000,2.3,2.8
"334","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0379.MP4",1.06773333333333,"-0.569 -88.68",2023-04-05 09:50:44,5,189,-0.1,400,2000,2.3,2.8
"335","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0380.MP4",327.560566666667,"-0.568 -88.6823",2023-04-05 09:53:12,5,189,-0.1,400,2000,2.3,2.8
"336","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0381.MP4",179.8797,"-0.5665 -88.6892",2023-04-05 09:58:40,5,189,-0.1,400,2000,2.3,2.8
"337","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0382.MP4",327.5272,"-0.5602 -88.7096",2023-04-05 10:36:34,5,190,0,400,5000,0.3,2.8
"338","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0383.MP4",153.486666666667,"-0.5569 -88.7121",2023-04-05 10:42:02,5,190,0,400,5000,0.3,2.8
"339","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0384.MP4",327.5272,"-0.5597 -88.7126",2023-04-05 10:45:53,5,190,0,400,5000,0.3,2.8
"340","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0385.MP4",267.5673,"-0.5657 -88.7141",2023-04-05 10:51:21,5,190,0,400,5000,0.3,2.8
"341","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0386.MP4",327.5272,"-0.5653 -88.717",2023-04-05 10:57:47,5,190,0,400,5000,0.3,2.8
"342","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0387.MP4",301.134166666667,"-0.5649 -88.7207",2023-04-05 11:03:15,5,190,0,400,5000,0.3,2.8
"343","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0388.MP4",327.5272,"-0.5658 -88.7279",2023-04-05 11:15:05,5,191,27.8,800,6400,1,2.8
"344","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0389.MP4",333.366366666667,"-0.5704 -88.7281",2023-04-05 11:20:33,5,191,27.8,800,6400,1,2.8
"345","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0390.MP4",343.810133333333,"-0.592 -88.7235",2023-04-05 11:48:24,5,192,0,400,30,3,2.8
"346","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0391.MP4",327.560566666667,"-0.5884 -88.7246",2023-04-05 11:54:08,5,192,0,400,30,3,2.8
"347","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0392.MP4",87.8878,"-0.5864 -88.7257",2023-04-05 11:59:36,5,192,0,400,30,3,2.8
"348","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0393.MP4",327.493833333333,"-0.5868 -88.7259",2023-04-05 12:02:17,5,192,0,400,30,3,2.8
"349","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0394.MP4",327.593933333333,"-0.5861 -88.7288",2023-04-05 12:07:45,5,192,0,400,30,3,2.8
"350","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0395.MP4",48.7487,"-0.5855 -88.7279",2023-04-05 12:13:13,5,192,0,400,30,3,2.8
"351","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0396.MP4",327.5272,"-0.5863 -88.7268",2023-04-05 12:23:52,5,193,0,400,5000,1,2.8
"352","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0398.MP4",327.460466666667,"-0.5526 -88.6869",2023-04-05 15:27:24,5,194,-0.8,400,3200,1.7,2.8
"353","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0399.MP4",117.383933333333,"-0.5497 -88.6849",2023-04-05 15:32:52,5,194,-0.8,400,3200,1.7,2.8
"354","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0400.MP4",329.095433333333,"-0.5389 -88.6796",2023-04-05 15:46:21,5,195,0,400,1600,2.7,2.8
"355","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0401.MP4",191.624766666667,"-0.5342 -88.6765",2023-04-05 15:51:51,5,195,0,400,1600,2.7,2.8
"356","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0402.MP4",327.894233333333,"-0.528 -88.663",2023-04-05 16:19:57,5,196,-0.3,800,5000,1,2.8
"357","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0403.MP4",327.560566666667,"-0.5257 -88.6549",2023-04-05 16:25:25,5,196,-0.3,800,5000,1,2.8
"358","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0404.MP4",106.840066666667,"-0.5288 -88.6531",2023-04-05 16:30:53,5,196,-0.3,800,5000,1,2.8
"359","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0405.MP4",328.661666666667,"-0.5283 -88.6528",2023-04-05 16:36:55,5,196,-0.3,800,5000,1,2.8
"360","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0406.MP4",327.5272,"-0.5278 -88.6504",2023-04-05 16:42:24,5,196,-0.3,800,5000,1,2.8
"361","/Volumes/GalDron23B/Drone_2023/04052023/DJI_0407.MP4",124.691233333333,"-0.5252 -88.6515",2023-04-05 16:47:52,5,196,-0.3,800,5000,1,2.8
"362","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0001.MP4",340.0397,"-0.5695 -88.1997",2023-04-08 06:26:27,5,197,0,400,1250,2.7,2.8
"363","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0002.MP4",63.2632,"-0.5748 -88.1987",2023-04-08 06:32:08,5,197,0,400,1250,2.7,2.8
"364","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0003.MP4",327.5272,"-0.5835 -88.1941",2023-04-08 06:45:57,5,198,34,800,640,0.7,2.8
"365","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0004.MP4",329.2289,"-0.5888 -88.1965",2023-04-08 06:51:25,5,198,34,800,640,0.7,2.8
"366","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0005.MP4",101.101,"-0.5916 -88.1957",2023-04-08 06:56:54,5,198,34,800,640,0.7,2.8
"367","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0006.MP4",340.0397,"-0.597 -88.1948",2023-04-08 07:05:31,5,199,0,200,400,2.7,2.8
"368","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0007.MP4",327.493833333333,"-0.6005 -88.199",2023-04-08 07:11:11,5,199,0,200,400,2.7,2.8
"369","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0008.MP4",176.943433333333,"-0.6042 -88.1964",2023-04-08 07:16:39,5,199,0,200,400,2.7,2.8
"370","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0009.MP4",354.120433333333,"-0.6084 -88.1943",2023-04-08 07:24:36,5,200,0,400,30,3,2.8
"371","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0010.MP4",327.493833333333,"-0.6144 -88.1939",2023-04-08 07:30:31,5,200,0,400,30,3,2.8
"372","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0011.MP4",137.203733333333,"-0.6174 -88.1947",2023-04-08 07:35:58,5,200,0,400,30,3,2.8
"373","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0012.MP4",327.460466666667,"-0.6235 -88.1921",2023-04-08 07:44:03,5,201,43.1,200,400,1,2.8
"374","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0013.MP4",327.6273,"-0.6299 -88.1909",2023-04-08 07:49:31,5,201,43.1,200,400,1,2.8
"375","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0014.MP4",212.345466666667,"-0.6334 -88.1884",2023-04-08 07:54:59,5,201,43.1,200,400,1,2.8
"376","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0015.MP4",327.493833333333,"-0.6401 -88.1898",2023-04-08 08:10:23,5,202,0,200,1250,2.3,2.8
"377","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0016.MP4",327.593933333333,"-0.6432 -88.1872",2023-04-08 08:15:51,5,202,0,200,1250,2.3,2.8
"378","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0017.MP4",84.084,"-0.644 -88.1861",2023-04-08 08:21:19,5,202,0,200,1250,2.3,2.8
"379","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0018.MP4",327.460466666667,"-0.6453 -88.1784",2023-04-08 08:34:48,5,203,40.8,200,640,-0.3,2.8
"380","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0019.MP4",111.4113,"-0.6468 -88.1752",2023-04-08 08:40:16,5,203,40.8,200,640,-0.3,2.8
"381","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0020.MP4",327.493833333333,"-0.6513 -88.1722",2023-04-08 08:45:11,5,203,40.8,200,640,-0.3,2.8
"382","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0021.MP4",322.355366666667,"-0.6559 -88.1669",2023-04-08 08:50:39,5,203,40.8,200,640,-0.3,2.8
"383","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0022.MP4",327.5272,"-0.66 -88.1605",2023-04-08 09:04:16,5,204,0.7,200,2000,1.3,2.8
"384","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0023.MP4",327.5272,"-0.663 -88.1576",2023-04-08 09:09:44,5,204,0.7,200,2000,1.3,2.8
"385","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0024.MP4",236.769866666667,"-0.6644 -88.1535",2023-04-08 09:15:11,5,204,0.7,200,2000,1.3,2.8
"386","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0025.MP4",327.493833333333,"-0.6604 -88.1432",2023-04-08 09:31:09,5,205,36.4,200,1600,-0.7,2.8
"387","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0026.MP4",327.5272,"-0.6639 -88.138",2023-04-08 09:36:37,5,205,36.4,200,1600,-0.7,2.8
"388","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0027.MP4",101.334566666667,"-0.6635 -88.1367",2023-04-08 09:42:04,5,205,36.4,200,1600,-0.7,2.8
"389","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0028.MP4",327.493833333333,"0 0",2023-04-08 09:49:38,5,206,0,200,1600,0.7,2.8
"390","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0029.MP4",327.593933333333,"-0.6609 -88.1278",2023-04-08 09:55:06,5,206,0,200,1600,0.7,2.8
"391","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0030.MP4",119.385933333333,"-0.6623 -88.1269",2023-04-08 10:00:34,5,206,0,200,1600,0.7,2.8
"392","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0031.MP4",329.7294,"-0.7284 -87.9631",2023-04-08 14:38:51,5,207,18.5,400,1250,2,2.8
"393","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0032.MP4",327.593933333333,"-0.7265 -87.9626",2023-04-08 14:44:21,5,207,18.5,400,1250,2,2.8
"394","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0033.MP4",111.044266666667,"-0.7275 -87.9608",2023-04-08 14:49:49,5,207,18.5,400,1250,2,2.8
"395","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0034.MP4",11.9786333333333,NA,2023-04-08 14:53:55,5,207,18.5,400,1250,2,2.8
"396","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0035.MP4",327.493833333333,NA,2023-04-08 14:53:57,5,207,18.5,400,1250,2,2.8
"397","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0036.MP4",327.5272,"-0.7346 -87.957",2023-04-08 14:59:25,5,207,18.5,400,1250,2,2.8
"398","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0037.MP4",83.1163666666667,"-0.7357 -87.9551",2023-04-08 15:04:52,5,207,18.5,400,1250,2,2.8
"399","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0038.MP4",330.4301,"-0.7396 -87.953",2023-04-08 15:16:09,5,208,0,400,1600,2,2.8
"400","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0039.MP4",327.593933333333,"-0.7419 -87.9529",2023-04-08 15:21:40,5,208,0,400,1600,2,2.8
"401","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0040.MP4",138.138,"-0.745 -87.9534",2023-04-08 15:27:08,5,208,0,400,1600,2,2.8
"402","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0042.MP4",135.6355,NA,2023-04-08 15:33:17,5,208,0,400,1600,2,2.8
"403","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0041.MP4",11.9452666666667,NA,2023-04-08 15:33:55,5,208,0,400,1600,2,2.8
"404","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0043.MP4",327.493833333333,"-0.7538 -87.9546",2023-04-08 15:45:29,5,209,0,400,2000,1.7,2.8
"405","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0044.MP4",327.560566666667,"-0.7546 -87.9572",2023-04-08 15:50:57,5,209,0,400,2000,1.7,2.8
"406","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0045.MP4",89.1891,"-0.7563 -87.957",2023-04-08 15:56:24,5,209,0,400,2000,1.7,2.8
"407","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0046.MP4",327.5272,"-0.7577 -87.9564",2023-04-08 15:59:32,5,209,0,400,2000,1.7,2.8
"408","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0047.MP4",327.5272,"-0.7588 -87.9575",2023-04-08 16:05:00,5,209,0,400,2000,1.7,2.8
"409","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0048.MP4",129.696233333333,"-0.7597 -87.957",2023-04-08 16:10:28,5,209,0,400,2000,1.7,2.8
"410","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0049.MP4",329.595933333333,"-0.7612 -87.963",2023-04-08 16:23:55,5,210,34.3,400,2000,1.7,2.8
"411","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0050.MP4",327.560566666667,"-0.7621 -87.9682",2023-04-08 16:29:25,5,210,34.3,400,2000,1.7,2.8
"412","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0051.MP4",119.752966666667,"-0.7633 -87.9682",2023-04-08 16:34:53,5,210,34.3,400,2000,1.7,2.8
"413","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0052.MP4",332.165166666667,"-0.7664 -87.9784",2023-04-08 16:46:38,5,211,9,400,4000,0.3,2.8
"414","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0053.MP4",327.493833333333,"-0.7675 -87.9814",2023-04-08 16:52:11,5,211,9,400,4000,0.3,2.8
"415","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0054.MP4",110.5104,"-0.7689 -87.982",2023-04-08 16:57:38,5,211,9,400,4000,0.3,2.8
"416","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0055.MP4",331.898233333333,"-0.7688 -87.9925",2023-04-08 17:11:10,5,212,67.5,400,2000,1,2.8
"417","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0056.MP4",327.560566666667,"-0.7701 -87.9946",2023-04-08 17:16:42,5,212,67.5,400,2000,1,2.8
"418","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0057.MP4",48.2815666666667,"-0.7715 -87.9941",2023-04-08 17:22:10,5,212,67.5,400,2000,1,2.8
"419","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0058.MP4",331.164166666667,"-0.7785 -87.9983",2023-04-08 17:28:07,5,212,67.5,400,2000,1,2.8
"420","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0059.MP4",327.5272,"-0.7797 -88.0015",2023-04-08 17:33:39,5,212,67.5,400,2000,1,2.8
"421","/Volumes/GalDron23B/Drone_2023/04082023/DJI_0060.MP4",137.7376,"-0.7804 -88.0044",2023-04-08 17:39:06,5,212,67.5,400,2000,1,2.8
"422","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0061.MP4",337.804133333333,"-0.8699 -88.3095",2023-04-09 06:40:02,5,213,43,800,3200,0.3,2.8
"423","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0062.MP4",341.4411,"-0.8715 -88.3114",2023-04-09 06:45:40,5,213,43,800,3200,0.3,2.8
"424","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0063.MP4",351.9516,"-0.8764 -88.3143",2023-04-09 06:55:51,5,214,2.8,400,500,3,2.8
"425","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0064.MP4",332.765766666667,"-0.8779 -88.3136",2023-04-09 07:01:43,5,214,2.8,400,500,3,2.8
"426","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0065.MP4",89.3893,"-0.8752 -88.3121",2023-04-09 07:07:16,5,214,2.8,400,500,3,2.8
"427","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0066.MP4",356.356,"-0.8784 -88.3141",2023-04-09 07:14:07,5,214,2.8,400,500,3,2.8
"428","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0067.MP4",36.4364,"-0.881 -88.315",2023-04-09 07:20:04,5,214,2.8,400,500,3,2.8
"429","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0068.MP4",350.316633333333,"-0.8768 -88.3187",2023-04-09 07:25:25,5,214,2.8,400,500,3,2.8
"430","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0069.MP4",327.5272,"-0.8768 -88.3211",2023-04-09 07:31:16,5,214,2.8,400,500,3,2.8
"431","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0070.MP4",101.7016,"-0.878 -88.322",2023-04-09 07:36:43,5,214,2.8,400,500,3,2.8
"432","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0071.MP4",344.577566666667,"-0.8774 -88.3238",2023-04-09 07:53:09,5,215,0,400,640,2.7,2.8
"433","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0072.MP4",327.560566666667,"-0.8768 -88.3267",2023-04-09 07:58:55,5,215,0,400,640,2.7,2.8
"434","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0073.MP4",158.591766666667,"-0.8768 -88.3272",2023-04-09 08:04:22,5,215,0,400,640,2.7,2.8
"435","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0074.MP4",330.763766666667,"-0.8773 -88.3316",2023-04-09 08:11:55,5,216,0,400,1000,2.3,2.8
"436","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0075.MP4",327.560566666667,"-0.8727 -88.3305",2023-04-09 08:17:26,5,216,0,400,1000,2.3,2.8
"437","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0076.MP4",151.4513,"-0.8718 -88.3295",2023-04-09 08:22:54,5,216,0,400,1000,2.3,2.8
"438","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0077.MP4",327.5272,"-0.8724 -88.3266",2023-04-09 08:29:38,5,216,0,400,1000,2.3,2.8
"439","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0078.MP4",327.5272,"-0.8705 -88.3236",2023-04-09 08:35:06,5,216,0,400,1000,2.3,2.8
"440","/Volumes/GalDron23B/Drone_2023/04092023/DJI_0079.MP4",220.5203,"-0.8698 -88.3244",2023-04-09 08:40:33,5,216,0,400,1000,2.3,2.8
